asset_id,fecha,cierre,market_data_id
AE38,21-06-15,6070.5,0
AE38,21-06-16,6140,0
AE38,21-06-17,6123,0
AE38,21-06-18,6050,0
AE38,21-06-22,6005,0
AE38,21-06-23,6100,0
AE38,21-06-24,6070,0
AE38,21-06-25,5990,0
AE38,21-06-28,5900,0
AE38,21-06-29,5820,0
AE38,21-06-30,5824.5,0
AE38,21-07-01,5834.5,0
AE38,21-07-02,5951,0
AE38,21-07-05,5970,0
AE38,21-07-06,5945,0
AE38,21-07-07,5956,0
AE38,21-07-08,5980,0
AE38,21-07-12,5962,0
AE38,21-07-13,6080,0
AE38,21-07-14,6126,0
AE38,21-07-15,6188.5,0
AE38,21-07-16,6180,0
AE38,21-07-19,6307,0
AE38,21-07-20,6423,0
AE38,21-07-21,6435,0
AE38,21-07-22,6485,0
AE38,21-07-23,6498,0
AE38,21-07-26,6500,0
AE38,21-07-27,6540,0
AE38,21-07-28,6485,0
AE38,21-07-29,6520,0
AE38,21-07-30,6500,0
AE38,21-08-02,6511.5,0
AE38,21-08-03,6486,0
AE38,21-08-04,6487,0
AE38,21-08-05,6445,0
AE38,21-08-06,6385,0
AE38,21-08-09,6338,0
AE38,21-08-10,6400,0
AE38,21-08-11,6440,0
AE38,21-08-12,6492,0
AE38,21-08-13,6375,0
AE38,21-08-17,6370,0
AE38,21-08-18,6385,0
AE38,21-08-19,6360,0
AE38,21-08-20,6355,0
AE38,21-08-23,6346.5,0
AE38,21-08-24,6390,0
AE38,21-08-25,6435,0
AE38,21-08-26,6430,0
AE38,21-08-27,6460,0
AE38,21-08-30,6527,0
AE38,21-08-31,6550,0
AE38,21-09-01,6630,0
AE38,21-09-02,6755,0
AE38,21-09-03,6770,0
AE38,21-09-06,6798.5,0
AE38,21-09-07,6815,0
AE38,21-09-08,6769.5,0
AE38,21-09-09,6820,0
AE38,21-09-10,6870,0
AE38,21-09-13,6865,0
AE38,21-09-14,6840,0
AE38,21-09-15,6850,0
AE38,21-09-16,6830,0
AE38,21-09-17,6830,0
AE38,21-09-20,6767,0
AE38,21-09-21,6700,0
AE38,21-09-22,6676,0
AE38,21-09-23,6720,0
AE38,21-09-24,6690,0
AE38,21-09-27,6685,0
AE38,21-09-28,6789,0
AE38,21-09-29,6789,0
AE38,21-09-30,6700,0
AE38,21-10-01,6714.5,0
AE38,21-10-04,6710,0
AE38,21-10-05,6698,0
AE38,21-10-06,6639,0
AE38,21-10-07,6700,0
AE38,21-10-12,6700,0
AE38,21-10-13,6685,0
AE38,21-10-14,6670,0
AE38,21-10-15,6649,0
AE38,21-10-18,6600,0
AE38,21-10-19,6600,0
AE38,21-10-20,6600,0
AE38,21-10-21,6620,0
AE38,21-10-22,6669.5,0
AE38,21-10-25,6689,0
AE38,21-10-26,6725,0
AE38,21-10-27,6755,0
AE38,21-10-28,6820,0
AE38,21-10-29,6835,0
AE38,21-11-01,6879,0
AE38,21-11-02,6900,0
AE38,21-11-03,6900,0
AE38,21-11-04,6.97,0
AE38,21-11-05,7040,0
AE38,21-11-08,7110,0
AE38,21-11-09,7071,0
AE38,21-11-10,7071,0
AE38,21-11-11,7144.5,0
AE38,21-11-12,7098,0
AE38,21-11-15,7124,0
AE38,21-11-16,7075,0
AE38,21-11-17,7069.5,0
AE38,21-11-18,6970,0
AE38,21-11-19,6960,0
AE38,21-11-23,6830,0
AE38,21-11-24,6778,0
AE38,21-11-25,6650,0
AE38,21-11-26,6556,0
AE38,21-11-29,6540,0
AE38,21-11-30,6500,0
AE38,21-12-01,6945,0
AE38,21-12-02,7014,0
AE38,21-12-03,7240,0
AE38,21-12-06,7390,0
AE38,21-12-07,7485,0
AE38,21-12-09,7380,0
AE38,21-12-10,7320,0
AE38,21-12-13,7195,0
AE38,21-12-14,7160,0
AE38,21-12-15,7100,0
AE38,21-12-16,7111,0
AE38,21-12-17,7170,0
AE38,21-12-20,7111,0
AE38,21-12-21,7130,0
AE38,21-12-22,7215,0
AE38,21-12-23,7110,0
AE38,21-12-27,7230,0
AE38,21-12-28,7249,0
AE38,21-12-29,7320,0
AE38,21-12-30,7320,0
AE38,22-01-03,7355,0
AE38,22-01-04,7294,0
AE38,22-01-05,7290,0
AE38,22-01-06,7065,0
AE38,22-01-07,6965,0
AE38,22-01-10,6950,0
AE38,22-01-11,6907,0
AE38,22-01-12,6830,0
AE38,22-01-13,6700,0
AE38,22-01-14,6670,0
AE38,22-01-17,6720,0
AE38,22-01-18,6638,0
AE38,22-01-19,6740,0
AE38,22-01-20,6805.5,0
AE38,22-01-21,6850,0
AE38,22-01-24,6820,0
AE38,22-01-25,6880,0
AE38,22-01-26,7150,0
AE38,22-01-27,7193,0
AE38,22-01-28,7700,0
AE38,22-01-31,7680,0
AE38,22-02-01,7500,0
AE38,22-02-02,7523,0
AE38,22-02-03,7320,0
AE38,22-02-04,7170,0
AE38,22-02-07,7145,0
AE38,22-02-08,7130,0
AE38,22-02-09,7105,0
AE38,22-02-10,7075,0
AE38,22-02-11,7060,0
AE38,22-02-14,7020,0
AE38,22-02-15,7060,0
AE38,22-02-16,7155,0
AE38,22-02-17,7090,0
AE38,22-02-18,7230,0
AE38,22-02-21,7327.5,0
AE38,22-02-22,7180,0
AE38,22-02-23,7099,0
AE38,22-02-24,6999.5,0
AE38,22-02-25,6869,0
AE38,22-03-02,6705,0
AE38,22-03-03,6750,0
AE38,22-03-04,6550,0
AE38,22-03-07,6350,0
AE38,22-03-08,6280,0
AE38,22-03-09,6374,0
AE38,22-03-10,6489,0
AE38,22-03-11,6470,0
AE38,22-03-14,6329.5,0
AE38,22-03-15,6320,0
AE38,22-03-16,6525,0
AE38,22-03-17,6550,0
AE38,22-03-18,6555,0
AE38,22-03-21,6620,0
AE38,22-03-22,6599,0
AE38,22-03-23,6525,0
AE38,22-03-25,6670,0
AE38,22-03-28,6705,0
AE38,22-03-29,6615,0
AE38,22-03-30,6650,0
AE38,22-03-31,6625,0
AE38,22-04-01,6620,0
AE38,22-04-04,6715,0
AE38,22-04-05,6550,0
AE38,22-04-06,6520,0
AE38,22-04-07,6511,0
AE38,22-04-08,6440,0
AE38,22-04-11,6419.5,0
AE38,22-04-12,6410,0
AE38,22-04-13,6450,0
AE38,22-04-18,6510,0
AE38,22-04-19,6526,0
AE38,22-04-20,6670,0
AE38,22-04-21,6849,0
AE38,22-04-22,6864,0
AE38,22-04-25,6965,0
AE38,22-04-26,7067,0
AE38,22-04-27,6923,0
AE38,22-04-28,6798.5,0
AE38,22-04-29,6830,0
AE38,22-05-02,6950,0
AE38,22-05-03,6880,0
AE38,22-05-04,6870,0
AE38,22-05-05,6830,0
AE38,22-05-06,6788,0
AE38,22-05-09,6725,0
AE38,22-05-10,6720,0
AE38,22-05-11,6700,0
AE38,22-05-12,6664,0
AE38,22-05-13,6694,0
AE38,22-05-16,6678,0
AE38,22-05-17,6609.5,0
AE38,22-05-19,6650,0
AE38,22-05-20,6535,0
AE38,22-05-23,6635,0
AE38,22-05-24,6625,0
AE38,22-05-26,6713,0
AE38,22-05-27,6725,0
AE38,22-05-30,6818,0
AE38,22-05-31,6700,0
AE38,22-06-01,6692,0
AE38,22-06-02,6730,0
AE38,22-06-03,6690,0
AE38,22-06-06,6715,0
AE38,22-06-07,6630,0
AE38,22-06-08,6470,0
AE38,22-06-09,6430,0
AE38,22-06-10,6550,0
AE38,22-06-13,6520,0
AE38,22-06-14,6590,0
AE38,22-06-15,6794,0
AE38,22-06-16,6640,0
AE38,22-06-21,6577,0
AE38,22-06-22,6430,0
AE38,22-06-23,6399,0
AE38,22-06-24,6265,0
AE38,22-06-27,6250,0
AE38,22-06-28,6479.5,0
AE38,22-06-29,6735,0
AE38,22-06-30,6790,0
AE38,22-07-01,6950,0
AE38,22-07-04,7030,0
AE38,22-07-05,6620,0
AE38,22-07-06,6640,0
AE38,22-07-07,6765,0
AE38,22-07-08,6814.5,0
AE38,22-07-11,6700,0
AE38,22-07-12,6475,0
AE38,22-07-13,6445,0
AE38,22-07-14,6520,0
AE38,22-07-15,6600,0
AE38,22-07-18,6673.5,0
AE38,22-07-19,6800,0
AE38,22-07-20,6980,0
AE38,22-07-21,7285,0
AE38,22-07-22,7019,0
AE38,22-07-25,7140,0
AE38,22-07-26,7439,0
AE38,22-07-27,7852,0
AE38,22-07-28,8040,0
AE38,22-07-29,7790,0
AE38,22-08-01,7570,0
AE38,22-08-02,7590,0
AE38,22-08-03,7470,0
AE38,22-08-04,7500,0
AE38,22-08-05,7500,0
AE38,22-08-08,7550,0
AE38,22-08-09,7350,0
AE38,22-08-10,7340,0
AE38,22-08-11,7300,0
AE38,22-08-12,7250,0
AE38,22-08-16,7269,0
AE38,22-08-17,7240,0
AE38,22-08-18,7345,0
AE38,22-08-19,7420,0
AE38,22-08-22,7460,0
AE38,22-08-23,7640,0
AE38,22-08-24,7900,0
AE38,22-08-25,7845,0
AE38,22-08-26,7725,0
AE38,22-08-29,7525,0
AE38,22-08-30,7583,0
AE38,22-08-31,7599.5,0
AE38,22-09-01,7540,0
AE38,22-09-05,7630,0
AE38,22-09-06,7375,0
AE38,22-09-07,7414.5,0
AE38,22-09-08,7452,0
AE38,22-09-09,7450,0
AE38,22-09-12,7490,0
AE38,22-09-13,7333.5,0
AE38,22-09-14,7330,0
AE38,22-09-15,7550,0
AE38,22-09-16,7580,0
AE38,22-09-19,7789,0
AE38,22-09-20,7734,0
AE38,22-09-21,7795,0
AE38,22-09-22,7847,0
AE38,22-09-23,7615,0
AE38,22-09-26,7275,0
AE38,22-09-27,6860,0
AE38,22-09-28,7230,0
AE38,22-09-29,7080,0
AE38,22-09-30,6950,0
AE38,22-10-03,7340,0
AE38,22-10-04,7286,0
AE38,22-10-05,7100,0
AE38,22-10-06,6960,0
AE38,22-10-11,6850,0
AE38,22-10-12,6875,0
AE38,22-10-13,7020,0
AE38,22-10-14,6858,0
AE38,22-10-17,6860,0
AE38,22-10-18,6810,0
AE38,22-10-19,6745,0
AE38,22-10-20,6800,0
AE38,22-10-21,6990,0
AE38,22-10-24,7390,0
AE38,22-10-25,7588,0
AE38,22-10-26,7458,0
AE38,22-10-27,7410,0
AE38,22-10-28,7485,0
AE38,22-10-31,7444.5,0
AE38,22-11-01,7620,0
AE38,22-11-02,7539,0
AE38,22-11-03,7600,0
AE38,22-11-04,7575,0
AE38,22-11-07,7735,0
AE38,22-11-08,7900,0
AE38,22-11-09,7850,0
AE38,22-11-10,8100,0
AE38,22-11-11,8180,0
AE38,22-11-14,8375,0
AE38,22-11-15,8754,0
AE38,22-11-16,8928,0
AE38,22-11-17,9001,0
AE38,22-11-18,8798,0
AE38,22-11-22,9030,0
AE38,22-11-23,9050,0
AE38,22-11-24,9270,0
AE38,22-11-25,9324.5,0
AE38,22-11-28,9040,0
AE38,22-11-29,9200,0
AE38,22-11-30,9449.5,0
AE38,22-12-01,9650,0
AE38,22-12-02,9750,0
AE38,22-12-05,9561,0
AE38,22-12-06,9651,0
AE38,22-12-07,9900,0
AE38,22-12-12,9880,0
AE38,22-12-13,10100,0
AE38,22-12-14,10000,0
AE38,22-12-15,10170,0
AE38,22-12-16,10450,0
AE38,22-12-19,10730,0
AE38,22-12-20,10900,0
AE38,22-12-21,11150,0
AE38,22-12-22,10850,0
AE38,22-12-23,11150,0
AE38,22-12-26,11198.5,0
AE38,22-12-27,11394,0
AE38,22-12-28,11385,0
AE38,22-12-29,11200,0
AE38,22-12-30,11639,0
AE38,23-01-02,11515,0
AE38,23-01-03,11440,0
AE38,23-01-04,11600,0
AE38,23-01-05,10735,0
AE38,23-01-06,10537,0
AE38,23-01-09,10515,0
AE38,23-01-10,10550,0
AE38,23-01-11,10940,0
AE38,23-01-12,11190,0
AE38,23-01-13,11295,0
AE38,23-01-16,11549,0
AE38,23-01-17,11800,0
AE38,23-01-18,11860,0
AE38,23-01-19,11400,0
AE38,23-01-20,11800,0
AE38,23-01-23,12024.5,0
AE38,23-01-24,12055,0
AE38,23-01-25,12094,0
AE38,23-01-26,12075,0
AE38,23-01-27,12350,0
AE38,23-01-30,12350,0
AE38,23-01-31,12250,0
AE38,23-02-01,12300,0
AE38,23-02-02,12430,0
AE38,23-02-03,12180,0
AE38,23-02-06,11755,0
AE38,23-02-07,11790,0
AE38,23-02-08,11615,0
AE38,23-02-09,11675,0
AE38,23-02-10,11480,0
AE38,23-02-13,11525,0
AE38,23-02-14,11529,0
AE38,23-02-15,11290,0
AE38,23-02-16,10951,0
AE38,23-02-17,10540,0
AE38,23-02-22,10998,0
AE38,23-02-23,11415,0
AE38,23-02-24,11200,0
AE38,23-02-27,11375,0
AE38,23-02-28,11387.5,0
AE38,23-03-01,10969.5,0
AE38,23-03-02,10868,0
AE38,23-03-03,10918,0
AE38,23-03-06,11296,0
AE38,23-03-07,11200,0
AE38,23-03-08,11150,0
AE38,23-03-09,11220,0
AE38,23-03-10,11025,0
AE38,23-03-13,10900,0
AE38,23-03-14,10970,0
AE38,23-03-15,10830,0
AE38,23-03-16,11250,0
AE38,23-03-17,11155,0
AE38,23-03-20,11165,0
AE38,23-03-21,11245.5,0
AE38,23-03-22,10630,0
AE38,23-03-23,10170,0
AE38,23-03-27,9951,0
AE38,23-03-28,10200,0
AE38,23-03-29,11000,0
AE38,23-03-30,11540,0
AE38,23-03-31,11550,0
AE38,23-04-03,11750,0
AE38,23-04-04,11725,0
AE38,23-04-05,11650,0
AE38,23-04-10,11600,0
AE38,23-04-11,11375,0
AE38,23-04-12,11541,0
AE38,23-04-13,11630,0
AE38,23-04-14,11487,0
AE38,23-04-17,11380,0
AE38,23-04-18,11560,0
AE38,23-04-19,10965,0
AE38,23-04-20,11250,0
AE38,23-04-21,11535,0
AE38,23-04-24,11888,0
AE38,23-04-25,11800,0
AE38,23-04-26,11750,0
AE38,23-04-27,11450,0
AE38,23-04-28,11350,0
AE38,23-05-02,11675,0
AE38,23-05-03,11695,0
AE38,23-05-04,11880,0
AE38,23-05-05,11950,0
AE38,23-05-08,11945,0
AE38,23-05-09,12299,0
AE38,23-05-10,12375,0
AE38,23-05-11,12375,0
AE38,23-05-12,12394,0
AE38,23-05-15,12595,0
AE38,23-05-16,12800,0
AE38,23-05-17,12800,0
AE38,23-05-18,12851,0
AE38,23-05-19,12950,0
AE38,23-05-22,13180,0
AE38,23-05-23,13200,0
AE38,23-05-24,12990,0
AE38,23-05-29,13150,0
AE38,23-05-30,13219,0
AE38,23-05-31,13280,0
AE38,23-06-01,13600,0
AE38,23-06-02,13790,0
AE38,23-06-05,13920,0
AE38,23-06-06,14775,0
AE38,23-06-07,15100,0
AE38,23-06-08,15125,0
AE38,23-06-09,15025,0
AE38,23-06-12,15400,0
AE38,23-06-13,15119,0
AE38,23-06-14,14860,0
AE38,23-06-15,14975,0
AE38,23-06-16,14925,0
AE38,23-06-21,15750,0
AE38,23-06-22,16247.5,0
AE38,23-06-23,16200,0
AE38,23-06-26,16750,0
AE38,23-06-27,16650,0
AE38,23-06-28,16810,0
AE38,23-06-29,16900,0
AE38,23-06-30,17225,0
AE38,23-07-03,17800,0
AE38,23-07-04,17899,0
AE38,23-07-05,17845,0
AE38,23-07-06,16200,0
AE38,23-07-07,16000,0
AE38,23-07-10,16320,0
AE38,23-07-11,16780,0
AE38,23-07-12,16480,0
AE38,23-07-13,16510,0
AE38,23-07-14,16100,0
AE38,23-07-17,16380,0
AE38,23-07-18,16348,0
AE38,23-07-19,16200,0
AE38,23-07-20,16255,0
AE38,23-07-21,16650,0
AE38,23-07-24,17109.5,0
AE38,23-07-25,17101,0
AE38,23-07-26,17085,0
AE38,23-07-27,17100,0
AE38,23-07-28,17500,0
AE38,23-07-31,17750,0
AE38,23-08-01,18000,0
AE38,23-08-02,18300,0
AE38,23-08-03,11150,0
AE38,23-08-04,19100,0
AE38,23-08-07,19605,0
AE38,23-08-08,19740,0
AE38,23-08-09,19900,0
AE38,23-08-10,20250,0
AE38,23-08-11,20500,0
AE38,23-08-14,21000,0
AE38,23-08-15,21080,0
AE38,23-08-16,21680,0
AE38,23-08-17,22701,0
AE38,23-08-18,23280,0
AE38,23-08-22,24030,0
AE38,23-08-23,24300,0
AE38,23-08-24,24350,0
AE38,23-08-25,24860,0
AE38,23-08-28,25750,0
AE38,23-08-29,26250,0
AE38,23-08-30,25699,0
AE38,23-08-31,25050,0
AE38,23-09-01,24745,0
AE38,23-09-04,24700,0
AE38,23-09-05,23970,0
AE38,23-09-06,23630,0
AE38,23-09-07,23499,0
AE38,23-09-08,22820,0
AE38,23-09-11,22760,0
AE38,23-09-12,22900,0
AE38,23-09-13,23050,0
AE38,23-09-14,23085,0
AE38,23-09-15,22890,0
AE38,23-09-18,23197,0
AE38,23-09-19,22900,0
AE38,23-09-20,22495,0
AE38,23-09-21,21800,0
AE38,23-09-22,21890,0
AE38,23-09-25,22205.5,0
AE38,23-09-26,22580,0
AE38,23-09-27,22720.5,0
AE38,23-09-28,22490,0
AE38,23-09-29,22000,0
AE38,23-10-02,21790,0
AE38,23-10-03,21790,0
AE38,23-10-04,22400,0
AE38,23-10-05,22500,0
AE38,23-10-06,22700,0
AE38,23-10-09,23210,0
AE38,23-10-10,24629,0
AE38,23-10-11,25735,0
AE38,23-10-12,26380,0
AE38,23-10-17,27500,0
AE38,23-10-18,27800,0
AE38,23-10-19,27900,0
AE38,23-10-20,28200,0
AE38,23-10-23,25898,0
AE38,23-10-24,25122,0
AE38,23-10-25,25000,0
AE38,23-10-26,24251,0
AE38,23-10-27,23499.5,0
AE38,23-10-30,23025,0
AE38,23-10-31,22850,0
AE38,23-11-01,22890,0
AE38,23-11-02,23400,0
AE38,23-11-03,23456,0
AE38,23-11-07,23460,0
AE38,23-11-08,23699.5,0
AE38,23-11-09,23700,0
AE38,23-11-10,24135,0
AE38,23-11-13,23794,0
AE38,23-11-14,23800,0
AE38,23-11-15,23770,0
AE38,23-11-16,23800,0
AE38,23-11-17,24100,0
AE38,23-11-21,29910,0
AE38,23-11-22,32700,0
AE38,23-11-23,35100,0
AE38,23-11-24,34300,0
AE38,23-11-27,32180,0
AE38,23-11-28,29800,0
AE38,23-11-29,29439,0
AE38,23-11-30,30890,0
AE38,23-12-01,33185,0
AE38,23-12-04,32700,0
AE38,23-12-05,33506,0
AE38,23-12-06,34300,0
AE38,23-12-07,36301,0
AE38,23-12-11,36383,0
AE38,23-12-12,38350,0
AE38,23-12-13,39001,0
AE38,23-12-14,39400,0
AE38,23-12-15,38799,0
AE38,23-12-18,38150,0
AE38,23-12-19,37400,0
AE38,23-12-20,37000,0
AE38,23-12-21,37549,0
AE38,23-12-22,36700,0
AE38,23-12-26,36400,0
AE38,23-12-27,35901,0
AE38,23-12-28,36200,0
AE38,23-12-29,38806,0
AE38,24-01-02,38790,0
AE38,24-01-03,40600,0
AE38,24-01-04,41100,0
AE38,24-01-05,40800,0
AE38,24-01-08,41400,0
AE38,24-01-09,40100,0
AE38,24-01-10,41080,0
AE38,24-01-11,41185,0
AE38,24-01-12,40500,0
AE38,24-01-15,41310,0
AE38,24-01-16,42400,0
AE38,24-01-17,44000,0
AE38,24-01-18,44890,0
AE38,24-01-19,45100,0
AE38,24-01-22,46050,0
AE38,24-01-23,45800,0
AE38,24-01-24,46650,0
AE38,24-01-25,46410,0
AE38,24-01-26,44750,0
AE38,24-01-29,45200,0
AE38,24-01-30,44400,0
AE38,24-01-31,43715,0
AE38,24-02-01,45880,0
AE38,24-02-02,46425,0
AE38,24-02-05,47270,0
AE38,24-02-06,46580,0
AE38,24-02-07,45190,0
AE38,24-02-08,43990,0
AE38,24-02-09,43100,0
AE38,24-02-14,42400,0
AE38,24-02-15,42775,0
AE38,24-02-16,42040,0
AE38,24-02-19,43880,0
AE38,24-02-20,43600,0
AE38,24-02-21,42800,0
AE38,24-02-22,43100,0
AE38,24-02-23,43960,0
AE38,24-02-26,43045,0
AE38,24-02-27,41350,0
AE38,24-02-28,40830,0
AE38,24-02-29,41605,0
AE38,24-03-01,43450,0
AE38,24-03-04,43580,0
AE38,24-03-05,42550,0
AE38,24-03-06,42000,0
AE38,24-03-07,42000,0
AE38,24-03-08,41455,0
AE38,24-03-11,40650,0
AE38,24-03-12,43300,0
AE38,24-03-13,43000,0
AE38,24-03-14,42300,0
AE38,24-03-15,43500,0
AE38,24-03-18,44365,0
AE38,24-03-19,46810,0
AE38,24-03-20,49800,0
AE38,24-03-21,50600,0
AE38,24-03-22,51150,0
AE38,24-03-25,50510,0
AE38,24-03-26,50270,0
AE38,24-03-27,49900,0
AE38,24-04-03,49015,0
AE38,24-04-04,50040,0
AE38,24-04-05,50800,0
AE38,24-04-08,52900,0
AE38,24-04-09,53200,0
AE38,24-04-10,51450,0
AE38,24-04-11,51550,0
AE38,24-04-12,50940,0
AE38,24-04-15,50160,0
AE38,24-04-16,50320,0
AE38,24-04-17,52190,0
AE38,24-04-18,52840,0
AE38,24-04-19,53350,0
AE38,24-04-22,54710,0
AE38,24-04-23,54190,0
AE38,24-04-24,53400,0
AE38,24-04-25,53590,0
AE38,24-04-26,54160,0
AE38,24-04-29,54880,0
AE38,24-04-30,54790,0
AE38,24-05-02,55790,0
AE38,24-05-03,55940,0
AE38,24-05-06,56100,0
AE38,24-05-07,55800,0
AE38,24-05-08,54100,0
AE38,24-05-09,53200,0
AE38,24-05-10,52600,0
AE38,24-05-13,53450,0
AE38,24-05-14,53820,0
AE38,24-05-15,54890,0
AE38,24-05-16,55000,0
AE38,24-05-17,55250,0
AE38,24-05-20,57200,0
AE38,24-05-21,58700,0
AE38,24-05-22,59100,0
AE38,24-05-23,58300,0
AE38,24-05-24,56400,0
AE38,24-05-27,58000,0
AE38,24-05-28,56100,0
AE38,24-05-29,56660,0
AE38,24-05-30,57990,0
AE38,24-05-31,58790,0
AE38,24-06-03,59380,0
AE38,24-06-04,57790,0
AE38,24-06-05,57430,0
AE38,24-06-06,55400,0
AE38,24-06-07,57350,0
AE38,24-06-10,59040,0
AE38,24-06-11,57970,0
AE38,24-06-12,58000,0
AE38,24-06-13,58490,0
AE38,24-06-14,59630,0
AE38,24-06-18,60100,0
AE38,24-06-19,60890,0
AE38,24-06-24,60100,0
